Municipios;Sexo;Periodo;Total
18903 Nevada;Mujeres;2000;677
18903 Nevada;Mujeres;1999;716
18903 Nevada;Mujeres;1998;669
18903 Nevada;Mujeres;1997;""
18903 Nevada;Mujeres;1996;700
18143 Nigüelas;Total;2022;1.225
18143 Nigüelas;Total;2021;1.198
18143 Nigüelas;Total;2020;1.185
18143 Nigüelas;Total;2019;1.173
18143 Nigüelas;Total;2018;1.182
18143 Nigüelas;Total;2017;1.195
18143 Nigüelas;Total;2016;1.218
18143 Nigüelas;Total;2015;1.214
18143 Nigüelas;Total;2014;1.219
18143 Nigüelas;Total;2013;1.238
18143 Nigüelas;Total;2012;1.203
18143 Nigüelas;Total;2011;1.181
18143 Nigüelas;Total;2010;1.169
18143 Nigüelas;Total;2009;1.100
18143 Nigüelas;Total;2008;1.132
18143 Nigüelas;Total;2007;1.139
18143 Nigüelas;Total;2006;1.149
18143 Nigüelas;Total;2005;941
18143 Nigüelas;Total;2004;955
18143 Nigüelas;Total;2003;979
18143 Nigüelas;Total;2002;1.021
18143 Nigüelas;Total;2001;1.054
18143 Nigüelas;Total;2000;1.100
18143 Nigüelas;Total;1999;1.115
18143 Nigüelas;Total;1998;1.154
18143 Nigüelas;Total;1997;""
18143 Nigüelas;Total;1996;1.139
18143 Nigüelas;Hombres;2022;628
18143 Nigüelas;Hombres;2021;613
18143 Nigüelas;Hombres;2020;603
18143 Nigüelas;Hombres;2019;594
18143 Nigüelas;Hombres;2018;604
18143 Nigüelas;Hombres;2017;608
18143 Nigüelas;Hombres;2016;620
18143 Nigüelas;Hombres;2015;616
18143 Nigüelas;Hombres;2014;614
18143 Nigüelas;Hombres;2013;620
18143 Nigüelas;Hombres;2012;596
18143 Nigüelas;Hombres;2011;581
18143 Nigüelas;Hombres;2010;579
18143 Nigüelas;Hombres;2009;544
18143 Nigüelas;Hombres;2008;557
18143 Nigüelas;Hombres;2007;564
18143 Nigüelas;Hombres;2006;566
18143 Nigüelas;Hombres;2005;466
18143 Nigüelas;Hombres;2004;469
18143 Nigüelas;Hombres;2003;486
18143 Nigüelas;Hombres;2002;512
18143 Nigüelas;Hombres;2001;531
18143 Nigüelas;Hombres;2000;557
18143 Nigüelas;Hombres;1999;564
18143 Nigüelas;Hombres;1998;586
18143 Nigüelas;Hombres;1997;""
18143 Nigüelas;Hombres;1996;570
18143 Nigüelas;Mujeres;2022;597
18143 Nigüelas;Mujeres;2021;585
18143 Nigüelas;Mujeres;2020;582
18143 Nigüelas;Mujeres;2019;579
18143 Nigüelas;Mujeres;2018;578
18143 Nigüelas;Mujeres;2017;587
18143 Nigüelas;Mujeres;2016;598
18143 Nigüelas;Mujeres;2015;598
18143 Nigüelas;Mujeres;2014;605
18143 Nigüelas;Mujeres;2013;618
18143 Nigüelas;Mujeres;2012;607
18143 Nigüelas;Mujeres;2011;600
18143 Nigüelas;Mujeres;2010;590
18143 Nigüelas;Mujeres;2009;556
18143 Nigüelas;Mujeres;2008;575
18143 Nigüelas;Mujeres;2007;575
18143 Nigüelas;Mujeres;2006;583
18143 Nigüelas;Mujeres;2005;475
18143 Nigüelas;Mujeres;2004;486
18143 Nigüelas;Mujeres;2003;493
18143 Nigüelas;Mujeres;2002;509
18143 Nigüelas;Mujeres;2001;523
18143 Nigüelas;Mujeres;2000;543
18143 Nigüelas;Mujeres;1999;551
18143 Nigüelas;Mujeres;1998;568
18143 Nigüelas;Mujeres;1997;""
18143 Nigüelas;Mujeres;1996;569
18144 Nívar;Total;2022;1.099
18144 Nívar;Total;2021;1.094
18144 Nívar;Total;2020;1.036
18144 Nívar;Total;2019;994
18144 Nívar;Total;2018;996
18144 Nívar;Total;2017;971
18144 Nívar;Total;2016;930
18144 Nívar;Total;2015;922
18144 Nívar;Total;2014;920
18144 Nívar;Total;2013;883
18144 Nívar;Total;2012;937
18144 Nívar;Total;2011;923
18144 Nívar;Total;2010;872
18144 Nívar;Total;2009;868
18144 Nívar;Total;2008;869
18144 Nívar;Total;2007;785
18144 Nívar;Total;2006;668
18144 Nívar;Total;2005;681
18144 Nívar;Total;2004;662
18144 Nívar;Total;2003;660
18144 Nívar;Total;2002;657
18144 Nívar;Total;2001;666
18144 Nívar;Total;2000;663
18144 Nívar;Total;1999;651
18144 Nívar;Total;1998;641
18144 Nívar;Total;1997;""
18144 Nívar;Total;1996;646
18144 Nívar;Hombres;2022;569
18144 Nívar;Hombres;2021;565
18144 Nívar;Hombres;2020;532
18144 Nívar;Hombres;2019;519
18144 Nívar;Hombres;2018;524
18144 Nívar;Hombres;2017;506
18144 Nívar;Hombres;2016;474
18144 Nívar;Hombres;2015;476
18144 Nívar;Hombres;2014;482
18144 Nívar;Hombres;2013;461
18144 Nívar;Hombres;2012;486
18144 Nívar;Hombres;2011;485
18144 Nívar;Hombres;2010;463
18144 Nívar;Hombres;2009;459
18144 Nívar;Hombres;2008;454
18144 Nívar;Hombres;2007;409
18144 Nívar;Hombres;2006;345
18144 Nívar;Hombres;2005;351
18144 Nívar;Hombres;2004;342
18144 Nívar;Hombres;2003;341
18144 Nívar;Hombres;2002;341
18144 Nívar;Hombres;2001;339
18144 Nívar;Hombres;2000;337
18144 Nívar;Hombres;1999;334
18144 Nívar;Hombres;1998;330
18144 Nívar;Hombres;1997;""
18144 Nívar;Hombres;1996;323
18144 Nívar;Mujeres;2022;530
18144 Nívar;Mujeres;2021;529
18144 Nívar;Mujeres;2020;504
18144 Nívar;Mujeres;2019;475
18144 Nívar;Mujeres;2018;472
18144 Nívar;Mujeres;2017;465
18144 Nívar;Mujeres;2016;456
18144 Nívar;Mujeres;2015;446
18144 Nívar;Mujeres;2014;438
18144 Nívar;Mujeres;2013;422
18144 Nívar;Mujeres;2012;451
18144 Nívar;Mujeres;2011;438
18144 Nívar;Mujeres;2010;409
18144 Nívar;Mujeres;2009;409
18144 Nívar;Mujeres;2008;415
18144 Nívar;Mujeres;2007;376
18144 Nívar;Mujeres;2006;323
18144 Nívar;Mujeres;2005;330
18144 Nívar;Mujeres;2004;320
18144 Nívar;Mujeres;2003;319
18144 Nívar;Mujeres;2002;316
18144 Nívar;Mujeres;2001;327
18144 Nívar;Mujeres;2000;326
18144 Nívar;Mujeres;1999;317
18144 Nívar;Mujeres;1998;311
18144 Nívar;Mujeres;1997;""
18144 Nívar;Mujeres;1996;323
18145 Ogíjares;Total;2022;14.627
18145 Ogíjares;Total;2021;14.559
18145 Ogíjares;Total;2020;14.348
18145 Ogíjares;Total;2019;14.160
18145 Ogíjares;Total;2018;14.025
18145 Ogíjares;Total;2017;13.848
18145 Ogíjares;Total;2016;13.718
18145 Ogíjares;Total;2015;13.719
18145 Ogíjares;Total;2014;13.681
18145 Ogíjares;Total;2013;13.598
18145 Ogíjares;Total;2012;13.403
18145 Ogíjares;Total;2011;13.345
18145 Ogíjares;Total;2010;13.255
18145 Ogíjares;Total;2009;13.119
18145 Ogíjares;Total;2008;12.867
18145 Ogíjares;Total;2007;12.145
18145 Ogíjares;Total;2006;12.040
18145 Ogíjares;Total;2005;11.877
18145 Ogíjares;Total;2004;11.324
18145 Ogíjares;Total;2003;10.494
18145 Ogíjares;Total;2002;9.759
18145 Ogíjares;Total;2001;9.156
18145 Ogíjares;Total;2000;8.798
18145 Ogíjares;Total;1999;8.502
18145 Ogíjares;Total;1998;8.123
18145 Ogíjares;Total;1997;""
18145 Ogíjares;Total;1996;7.607
18145 Ogíjares;Hombres;2022;7.263
18145 Ogíjares;Hombres;2021;7.223
18145 Ogíjares;Hombres;2020;7.117
18145 Ogíjares;Hombres;2019;7.008
18145 Ogíjares;Hombres;2018;6.940
18145 Ogíjares;Hombres;2017;6.852
18145 Ogíjares;Hombres;2016;6.773
18145 Ogíjares;Hombres;2015;6.775
18145 Ogíjares;Hombres;2014;6.761
18145 Ogíjares;Hombres;2013;6.747
18145 Ogíjares;Hombres;2012;6.681
18145 Ogíjares;Hombres;2011;6.648
18145 Ogíjares;Hombres;2010;6.642
18145 Ogíjares;Hombres;2009;6.610
18145 Ogíjares;Hombres;2008;6.576
18145 Ogíjares;Hombres;2007;6.237
18145 Ogíjares;Hombres;2006;6.145
18145 Ogíjares;Hombres;2005;6.062
18145 Ogíjares;Hombres;2004;5.812
18145 Ogíjares;Hombres;2003;5.404
18145 Ogíjares;Hombres;2002;4.979
18145 Ogíjares;Hombres;2001;4.650
18145 Ogíjares;Hombres;2000;4.452
18145 Ogíjares;Hombres;1999;4.286
18145 Ogíjares;Hombres;1998;4.084
18145 Ogíjares;Hombres;1997;""
18145 Ogíjares;Hombres;1996;3.825
18145 Ogíjares;Mujeres;2022;7.364
18145 Ogíjares;Mujeres;2021;7.336
18145 Ogíjares;Mujeres;2020;7.231
18145 Ogíjares;Mujeres;2019;7.152
18145 Ogíjares;Mujeres;2018;7.085
18145 Ogíjares;Mujeres;2017;6.996
18145 Ogíjares;Mujeres;2016;6.945
18145 Ogíjares;Mujeres;2015;6.944
18145 Ogíjares;Mujeres;2014;6.920
18145 Ogíjares;Mujeres;2013;6.851
18145 Ogíjares;Mujeres;2012;6.722
18145 Ogíjares;Mujeres;2011;6.697
18145 Ogíjares;Mujeres;2010;6.613
18145 Ogíjares;Mujeres;2009;6.509
18145 Ogíjares;Mujeres;2008;6.291
18145 Ogíjares;Mujeres;2007;5.908
18145 Ogíjares;Mujeres;2006;5.895
18145 Ogíjares;Mujeres;2005;5.815
18145 Ogíjares;Mujeres;2004;5.512
18145 Ogíjares;Mujeres;2003;5.090
18145 Ogíjares;Mujeres;2002;4.780
18145 Ogíjares;Mujeres;2001;4.506
18145 Ogíjares;Mujeres;2000;4.346
18145 Ogíjares;Mujeres;1999;4.216
18145 Ogíjares;Mujeres;1998;4.039
18145 Ogíjares;Mujeres;1997;""
18145 Ogíjares;Mujeres;1996;3.782
18146 Orce;Total;2022;1.148
18146 Orce;Total;2021;1.192
18146 Orce;Total;2020;1.185
18146 Orce;Total;2019;1.190
18146 Orce;Total;2018;1.198
18146 Orce;Total;2017;1.205
18146 Orce;Total;2016;1.220
18146 Orce;Total;2015;1.226
18146 Orce;Total;2014;1.264
18146 Orce;Total;2013;1.292
18146 Orce;Total;2012;1.301
18146 Orce;Total;2011;1.321
18146 Orce;Total;2010;1.321
18146 Orce;Total;2009;1.333
18146 Orce;Total;2008;1.357
18146 Orce;Total;2007;1.383
18146 Orce;Total;2006;1.387
18146 Orce;Total;2005;1.397
18146 Orce;Total;2004;1.360
18146 Orce;Total;2003;1.390
18146 Orce;Total;2002;1.408
18146 Orce;Total;2001;1.425
18146 Orce;Total;2000;1.440
18146 Orce;Total;1999;1.460
18146 Orce;Total;1998;1.427
18146 Orce;Total;1997;""
18146 Orce;Total;1996;1.478
18146 Orce;Hombres;2022;577
18146 Orce;Hombres;2021;601
18146 Orce;Hombres;2020;598
18146 Orce;Hombres;2019;605
18146 Orce;Hombres;2018;609
18146 Orce;Hombres;2017;615
18146 Orce;Hombres;2016;630
18146 Orce;Hombres;2015;633
18146 Orce;Hombres;2014;659
18146 Orce;Hombres;2013;669
18146 Orce;Hombres;2012;672
18146 Orce;Hombres;2011;683
18146 Orce;Hombres;2010;682
18146 Orce;Hombres;2009;699
18146 Orce;Hombres;2008;715
18146 Orce;Hombres;2007;719
18146 Orce;Hombres;2006;711
18146 Orce;Hombres;2005;713
18146 Orce;Hombres;2004;687
18146 Orce;Hombres;2003;704
18146 Orce;Hombres;2002;710
18146 Orce;Hombres;2001;717
18146 Orce;Hombres;2000;713
18146 Orce;Hombres;1999;726
18146 Orce;Hombres;1998;718
18146 Orce;Hombres;1997;""
18146 Orce;Hombres;1996;746
18146 Orce;Mujeres;2022;571
18146 Orce;Mujeres;2021;591
18146 Orce;Mujeres;2020;587
18146 Orce;Mujeres;2019;585
18146 Orce;Mujeres;2018;589
18146 Orce;Mujeres;2017;590
18146 Orce;Mujeres;2016;590
18146 Orce;Mujeres;2015;593
18146 Orce;Mujeres;2014;605
18146 Orce;Mujeres;2013;623
18146 Orce;Mujeres;2012;629
18146 Orce;Mujeres;2011;638
18146 Orce;Mujeres;2010;639
18146 Orce;Mujeres;2009;634
18146 Orce;Mujeres;2008;642
18146 Orce;Mujeres;2007;664
18146 Orce;Mujeres;2006;676
18146 Orce;Mujeres;2005;684
18146 Orce;Mujeres;2004;673
18146 Orce;Mujeres;2003;686
18146 Orce;Mujeres;2002;698
18146 Orce;Mujeres;2001;708
18146 Orce;Mujeres;2000;727
18146 Orce;Mujeres;1999;734
18146 Orce;Mujeres;1998;709
18146 Orce;Mujeres;1997;""
18146 Orce;Mujeres;1996;732
18147 Órgiva;Total;2022;5.791
18147 Órgiva;Total;2021;5.866
18147 Órgiva;Total;2020;5.784
18147 Órgiva;Total;2019;5.725
18147 Órgiva;Total;2018;5.649
18147 Órgiva;Total;2017;5.570
18147 Órgiva;Total;2016;5.543
18147 Órgiva;Total;2015;5.483
18147 Órgiva;Total;2014;5.393
18147 Órgiva;Total;2013;5.739
18147 Órgiva;Total;2012;5.772
18147 Órgiva;Total;2011;5.756
18147 Órgiva;Total;2010;5.789
18147 Órgiva;Total;2009;5.659
18147 Órgiva;Total;2008;5.640
18147 Órgiva;Total;2007;5.508
18147 Órgiva;Total;2006;5.460
18147 Órgiva;Total;2005;5.370
18147 Órgiva;Total;2004;5.175
18147 Órgiva;Total;2003;5.152
18147 Órgiva;Total;2002;5.067
18147 Órgiva;Total;2001;5.038
18147 Órgiva;Total;2000;5.035
18147 Órgiva;Total;1999;5.123
18147 Órgiva;Total;1998;5.039
18147 Órgiva;Total;1997;""
18147 Órgiva;Total;1996;5.147
18147 Órgiva;Hombres;2022;2.890
18147 Órgiva;Hombres;2021;2.915
18147 Órgiva;Hombres;2020;2.900
18147 Órgiva;Hombres;2019;2.872
18147 Órgiva;Hombres;2018;2.837
18147 Órgiva;Hombres;2017;2.803
18147 Órgiva;Hombres;2016;2.787
18147 Órgiva;Hombres;2015;2.752
18147 Órgiva;Hombres;2014;2.697
18147 Órgiva;Hombres;2013;2.851
18147 Órgiva;Hombres;2012;2.866
18147 Órgiva;Hombres;2011;2.886
18147 Órgiva;Hombres;2010;2.917
18147 Órgiva;Hombres;2009;2.865
18147 Órgiva;Hombres;2008;2.862
18147 Órgiva;Hombres;2007;2.779
18147 Órgiva;Hombres;2006;2.761
18147 Órgiva;Hombres;2005;2.705
18147 Órgiva;Hombres;2004;2.591
18147 Órgiva;Hombres;2003;2.580
18147 Órgiva;Hombres;2002;2.540
18147 Órgiva;Hombres;2001;2.526
18147 Órgiva;Hombres;2000;2.512
18147 Órgiva;Hombres;1999;2.580
18147 Órgiva;Hombres;1998;2.531
18147 Órgiva;Hombres;1997;""
18147 Órgiva;Hombres;1996;2.591
18147 Órgiva;Mujeres;2022;2.901
18147 Órgiva;Mujeres;2021;2.951
18147 Órgiva;Mujeres;2020;2.884
18147 Órgiva;Mujeres;2019;2.853
18147 Órgiva;Mujeres;2018;2.812
18147 Órgiva;Mujeres;2017;2.767
18147 Órgiva;Mujeres;2016;2.756
18147 Órgiva;Mujeres;2015;2.731
18147 Órgiva;Mujeres;2014;2.696
18147 Órgiva;Mujeres;2013;2.888
18147 Órgiva;Mujeres;2012;2.906
18147 Órgiva;Mujeres;2011;2.870
18147 Órgiva;Mujeres;2010;2.872
18147 Órgiva;Mujeres;2009;2.794
18147 Órgiva;Mujeres;2008;2.778
18147 Órgiva;Mujeres;2007;2.729
18147 Órgiva;Mujeres;2006;2.699
18147 Órgiva;Mujeres;2005;2.665
18147 Órgiva;Mujeres;2004;2.584
18147 Órgiva;Mujeres;2003;2.572
18147 Órgiva;Mujeres;2002;2.527
18147 Órgiva;Mujeres;2001;2.512
18147 Órgiva;Mujeres;2000;2.523
18147 Órgiva;Mujeres;1999;2.543
18147 Órgiva;Mujeres;1998;2.508
18147 Órgiva;Mujeres;1997;""
18147 Órgiva;Mujeres;1996;2.556
18148 Otívar;Total;2022;1.004
18148 Otívar;Total;2021;1.012
18148 Otívar;Total;2020;1.011
18148 Otívar;Total;2019;1.034
18148 Otívar;Total;2018;1.029
18148 Otívar;Total;2017;1.043
18148 Otívar;Total;2016;1.082
18148 Otívar;Total;2015;1.093
18148 Otívar;Total;2014;1.108
18148 Otívar;Total;2013;1.136
18148 Otívar;Total;2012;1.203
18148 Otívar;Total;2011;1.193
18148 Otívar;Total;2010;1.136
18148 Otívar;Total;2009;1.150
18148 Otívar;Total;2008;1.145
18148 Otívar;Total;2007;1.136
18148 Otívar;Total;2006;1.113
18148 Otívar;Total;2005;1.109
18148 Otívar;Total;2004;1.056
18148 Otívar;Total;2003;1.052
18148 Otívar;Total;2002;1.044
18148 Otívar;Total;2001;1.031
18148 Otívar;Total;2000;1.043
18148 Otívar;Total;1999;1.090
18148 Otívar;Total;1998;1.096
18148 Otívar;Total;1997;""
18148 Otívar;Total;1996;1.108
18148 Otívar;Hombres;2022;517
18148 Otívar;Hombres;2021;516
18148 Otívar;Hombres;2020;513
18148 Otívar;Hombres;2019;524
18148 Otívar;Hombres;2018;523
18148 Otívar;Hombres;2017;527
18148 Otívar;Hombres;2016;540
18148 Otívar;Hombres;2015;549
18148 Otívar;Hombres;2014;557
18148 Otívar;Hombres;2013;574
18148 Otívar;Hombres;2012;616
18148 Otívar;Hombres;2011;609
18148 Otívar;Hombres;2010;584
18148 Otívar;Hombres;2009;591
18148 Otívar;Hombres;2008;591
18148 Otívar;Hombres;2007;581
18148 Otívar;Hombres;2006;572
18148 Otívar;Hombres;2005;565
18148 Otívar;Hombres;2004;540
18148 Otívar;Hombres;2003;535
18148 Otívar;Hombres;2002;533
18148 Otívar;Hombres;2001;517
18148 Otívar;Hombres;2000;524
18148 Otívar;Hombres;1999;545
18148 Otívar;Hombres;1998;547
18148 Otívar;Hombres;1997;""
18148 Otívar;Hombres;1996;556
18148 Otívar;Mujeres;2022;487
18148 Otívar;Mujeres;2021;496
18148 Otívar;Mujeres;2020;498
18148 Otívar;Mujeres;2019;510
18148 Otívar;Mujeres;2018;506
18148 Otívar;Mujeres;2017;516
18148 Otívar;Mujeres;2016;542
18148 Otívar;Mujeres;2015;544
18148 Otívar;Mujeres;2014;551
18148 Otívar;Mujeres;2013;562
18148 Otívar;Mujeres;2012;587
18148 Otívar;Mujeres;2011;584
18148 Otívar;Mujeres;2010;552
18148 Otívar;Mujeres;2009;559
18148 Otívar;Mujeres;2008;554
18148 Otívar;Mujeres;2007;555
18148 Otívar;Mujeres;2006;541
18148 Otívar;Mujeres;2005;544
18148 Otívar;Mujeres;2004;516
18148 Otívar;Mujeres;2003;517
18148 Otívar;Mujeres;2002;511
18148 Otívar;Mujeres;2001;514
18148 Otívar;Mujeres;2000;519
18148 Otívar;Mujeres;1999;545
18148 Otívar;Mujeres;1998;549
18148 Otívar;Mujeres;1997;""
18148 Otívar;Mujeres;1996;552
18150 Padul;Total;2022;9.158
18150 Padul;Total;2021;8.934
18150 Padul;Total;2020;8.694
18150 Padul;Total;2019;8.420
18150 Padul;Total;2018;8.396
18150 Padul;Total;2017;8.454
18150 Padul;Total;2016;8.442
18150 Padul;Total;2015;8.407
18150 Padul;Total;2014;8.353
18150 Padul;Total;2013;8.322
18150 Padul;Total;2012;8.480
18150 Padul;Total;2011;8.416
18150 Padul;Total;2010;8.270
18150 Padul;Total;2009;8.440
18150 Padul;Total;2008;8.224
18150 Padul;Total;2007;7.961
18150 Padul;Total;2006;7.871
18150 Padul;Total;2005;7.373
18150 Padul;Total;2004;7.217
18150 Padul;Total;2003;7.155
18150 Padul;Total;2002;6.873
18150 Padul;Total;2001;6.814
18150 Padul;Total;2000;6.766
18150 Padul;Total;1999;6.777
18150 Padul;Total;1998;6.632
18150 Padul;Total;1997;""
18150 Padul;Total;1996;6.673
18150 Padul;Hombres;2022;4.575
18150 Padul;Hombres;2021;4.461
18150 Padul;Hombres;2020;4.366
18150 Padul;Hombres;2019;4.223
18150 Padul;Hombres;2018;4.220
18150 Padul;Hombres;2017;4.261
18150 Padul;Hombres;2016;4.267
18150 Padul;Hombres;2015;4.236
18150 Padul;Hombres;2014;4.216
18150 Padul;Hombres;2013;4.214
18150 Padul;Hombres;2012;4.286
18150 Padul;Hombres;2011;4.238
18150 Padul;Hombres;2010;4.149
18150 Padul;Hombres;2009;4.226
18150 Padul;Hombres;2008;4.113
18150 Padul;Hombres;2007;3.971
18150 Padul;Hombres;2006;3.920
18150 Padul;Hombres;2005;3.681
18150 Padul;Hombres;2004;3.618
18150 Padul;Hombres;2003;3.603
18150 Padul;Hombres;2002;3.450
18150 Padul;Hombres;2001;3.413
18150 Padul;Hombres;2000;3.380
18150 Padul;Hombres;1999;3.407
18150 Padul;Hombres;1998;3.321
18150 Padul;Hombres;1997;""
18150 Padul;Hombres;1996;3.323
18150 Padul;Mujeres;2022;4.583
18150 Padul;Mujeres;2021;4.473
18150 Padul;Mujeres;2020;4.328
18150 Padul;Mujeres;2019;4.197
18150 Padul;Mujeres;2018;4.176
18150 Padul;Mujeres;2017;4.193
18150 Padul;Mujeres;2016;4.175
18150 Padul;Mujeres;2015;4.171
18150 Padul;Mujeres;2014;4.137
18150 Padul;Mujeres;2013;4.108
18150 Padul;Mujeres;2012;4.194
18150 Padul;Mujeres;2011;4.178
18150 Padul;Mujeres;2010;4.121
18150 Padul;Mujeres;2009;4.214
18150 Padul;Mujeres;2008;4.111
18150 Padul;Mujeres;2007;3.990
18150 Padul;Mujeres;2006;3.951
18150 Padul;Mujeres;2005;3.692
18150 Padul;Mujeres;2004;3.599
18150 Padul;Mujeres;2003;3.552
18150 Padul;Mujeres;2002;3.423
18150 Padul;Mujeres;2001;3.401
18150 Padul;Mujeres;2000;3.386
18150 Padul;Mujeres;1999;3.370
18150 Padul;Mujeres;1998;3.311
18150 Padul;Mujeres;1997;""
18150 Padul;Mujeres;1996;3.350
18151 Pampaneira;Total;2022;319
18151 Pampaneira;Total;2021;315
18151 Pampaneira;Total;2020;317
18151 Pampaneira;Total;2019;321
18151 Pampaneira;Total;2018;321
18151 Pampaneira;Total;2017;324
18151 Pampaneira;Total;2016;318
18151 Pampaneira;Total;2015;315
18151 Pampaneira;Total;2014;323
18151 Pampaneira;Total;2013;352
18151 Pampaneira;Total;2012;344
18151 Pampaneira;Total;2011;363
18151 Pampaneira;Total;2010;356
18151 Pampaneira;Total;2009;298
18151 Pampaneira;Total;2008;313
18151 Pampaneira;Total;2007;322
18151 Pampaneira;Total;2006;344
18151 Pampaneira;Total;2005;355
18151 Pampaneira;Total;2004;327
18151 Pampaneira;Total;2003;337
18151 Pampaneira;Total;2002;315
18151 Pampaneira;Total;2001;330
18151 Pampaneira;Total;2000;345
18151 Pampaneira;Total;1999;345
18151 Pampaneira;Total;1998;337
18151 Pampaneira;Total;1997;""
18151 Pampaneira;Total;1996;335
18151 Pampaneira;Hombres;2022;161
18151 Pampaneira;Hombres;2021;159
18151 Pampaneira;Hombres;2020;157
18151 Pampaneira;Hombres;2019;156
18151 Pampaneira;Hombres;2018;160
18151 Pampaneira;Hombres;2017;160
18151 Pampaneira;Hombres;2016;160
18151 Pampaneira;Hombres;2015;157
18151 Pampaneira;Hombres;2014;165
18151 Pampaneira;Hombres;2013;180
18151 Pampaneira;Hombres;2012;177
18151 Pampaneira;Hombres;2011;188
18151 Pampaneira;Hombres;2010;182
18151 Pampaneira;Hombres;2009;153
18151 Pampaneira;Hombres;2008;162
18151 Pampaneira;Hombres;2007;166
18151 Pampaneira;Hombres;2006;178
18151 Pampaneira;Hombres;2005;182
18151 Pampaneira;Hombres;2004;171
18151 Pampaneira;Hombres;2003;177
18151 Pampaneira;Hombres;2002;161
18151 Pampaneira;Hombres;2001;169
18151 Pampaneira;Hombres;2000;176
18151 Pampaneira;Hombres;1999;178
18151 Pampaneira;Hombres;1998;172
18151 Pampaneira;Hombres;1997;""
18151 Pampaneira;Hombres;1996;171
18151 Pampaneira;Mujeres;2022;158
18151 Pampaneira;Mujeres;2021;156
18151 Pampaneira;Mujeres;2020;160
18151 Pampaneira;Mujeres;2019;165
18151 Pampaneira;Mujeres;2018;161
18151 Pampaneira;Mujeres;2017;164
18151 Pampaneira;Mujeres;2016;158
18151 Pampaneira;Mujeres;2015;158
18151 Pampaneira;Mujeres;2014;158
18151 Pampaneira;Mujeres;2013;172
18151 Pampaneira;Mujeres;2012;167
18151 Pampaneira;Mujeres;2011;175
18151 Pampaneira;Mujeres;2010;174
18151 Pampaneira;Mujeres;2009;145
18151 Pampaneira;Mujeres;2008;151
18151 Pampaneira;Mujeres;2007;156
18151 Pampaneira;Mujeres;2006;166
18151 Pampaneira;Mujeres;2005;173
18151 Pampaneira;Mujeres;2004;156
18151 Pampaneira;Mujeres;2003;160
18151 Pampaneira;Mujeres;2002;154
18151 Pampaneira;Mujeres;2001;161
18151 Pampaneira;Mujeres;2000;169
18151 Pampaneira;Mujeres;1999;167
18151 Pampaneira;Mujeres;1998;165
18151 Pampaneira;Mujeres;1997;""
18151 Pampaneira;Mujeres;1996;164
18152 Pedro Martínez;Total;2022;1.120
18152 Pedro Martínez;Total;2021;1.148
18152 Pedro Martínez;Total;2020;1.138
18152 Pedro Martínez;Total;2019;1.107
18152 Pedro Martínez;Total;2018;1.134
18152 Pedro Martínez;Total;2017;1.166
18152 Pedro Martínez;Total;2016;1.150
18152 Pedro Martínez;Total;2015;1.150
18152 Pedro Martínez;Total;2014;1.182
18152 Pedro Martínez;Total;2013;1.218
18152 Pedro Martínez;Total;2012;1.272
18152 Pedro Martínez;Total;2011;1.273
18152 Pedro Martínez;Total;2010;1.293
18152 Pedro Martínez;Total;2009;1.158
18152 Pedro Martínez;Total;2008;1.144
18152 Pedro Martínez;Total;2007;1.189
18152 Pedro Martínez;Total;2006;1.217
18152 Pedro Martínez;Total;2005;1.254
18152 Pedro Martínez;Total;2004;1.267
18152 Pedro Martínez;Total;2003;1.320
18152 Pedro Martínez;Total;2002;1.232
18152 Pedro Martínez;Total;2001;1.306
18152 Pedro Martínez;Total;2000;1.373
18152 Pedro Martínez;Total;1999;1.427
18152 Pedro Martínez;Total;1998;1.499
18152 Pedro Martínez;Total;1997;""
18152 Pedro Martínez;Total;1996;1.523
18152 Pedro Martínez;Hombres;2022;562
18152 Pedro Martínez;Hombres;2021;576
18152 Pedro Martínez;Hombres;2020;556
18152 Pedro Martínez;Hombres;2019;539
18152 Pedro Martínez;Hombres;2018;556
18152 Pedro Martínez;Hombres;2017;573
18152 Pedro Martínez;Hombres;2016;562
18152 Pedro Martínez;Hombres;2015;564
18152 Pedro Martínez;Hombres;2014;576
18152 Pedro Martínez;Hombres;2013;598
18152 Pedro Martínez;Hombres;2012;618
18152 Pedro Martínez;Hombres;2011;620
18152 Pedro Martínez;Hombres;2010;645
18152 Pedro Martínez;Hombres;2009;573
18152 Pedro Martínez;Hombres;2008;558
18152 Pedro Martínez;Hombres;2007;591
18152 Pedro Martínez;Hombres;2006;607
18152 Pedro Martínez;Hombres;2005;626
18152 Pedro Martínez;Hombres;2004;633
18152 Pedro Martínez;Hombres;2003;653
18152 Pedro Martínez;Hombres;2002;614
18152 Pedro Martínez;Hombres;2001;658
18152 Pedro Martínez;Hombres;2000;683
18152 Pedro Martínez;Hombres;1999;714
18152 Pedro Martínez;Hombres;1998;755
18152 Pedro Martínez;Hombres;1997;""
18152 Pedro Martínez;Hombres;1996;776
18152 Pedro Martínez;Mujeres;2022;558
18152 Pedro Martínez;Mujeres;2021;572
18152 Pedro Martínez;Mujeres;2020;582
18152 Pedro Martínez;Mujeres;2019;568
18152 Pedro Martínez;Mujeres;2018;578
18152 Pedro Martínez;Mujeres;2017;593
18152 Pedro Martínez;Mujeres;2016;588
18152 Pedro Martínez;Mujeres;2015;586
18152 Pedro Martínez;Mujeres;2014;606
